"","income","expenses","provinces"
"77",996.91405825895,799.774848100214,"ON"
"78",1001.23228318726,799.687023736797,"PE"
"79",1003.81240283297,797.658559868408,"ON"
"80",999.678040366632,800.716501804693,"ON"
"81",1000.36653678411,798.196897783445,"PE"
"82",1002.84127371711,800.000525737198,"ON"
"83",998.993311265828,800.918832281799,"PE"
"84",1004.45038740677,796.440324485872,"ON"
"85",996.90110621159,800.329783031725,"PE"
"86",1000.62099460191,797.565573510536,"ON"
"87",1000.68372479333,796.926568157477,"ON"
"88",1006.93171954775,801.991420123114,"PE"
"89",998.118577397445,798.082605716287,"PE"
"90",1000.32389321097,798.520086699834,"ON"
"91",1001.00669272399,798.781671375129,"ON"
"92",994.541946032537,800.276976992483,"PE"
"93",1004.88802087308,800.007375929568,"ON"
"94",997.189407337087,799.47902293699,"PE"
"95",1000.65487724972,798.738863808241,"PE"
"96",1001.46144567965,802.069725394998,"ON"
"97",1000.12792768423,799.002178222906,"PE"
"98",999.179979471836,800.317620598943,"PE"
"99",1004.50075996501,797.265578550382,"ON"
"100",1001.04460806953,800.865818665556,"ON"
"101",1002.56814678092,797.799813895021,"ON"
"102",1003.12398629495,799.096621260524,"PE"
"103",1001.97799446935,799.406825794498,"PE"
"104",997.777310487832,798.051058294175,"PE"
"105",1000.24445013363,802.29268057412,"ON"
"106",1000.35200950902,797.90400281474,"PE"
"107",1002.69077638449,801.152847847052,"ON"
"108",1004.09944152299,800.356554154817,"ON"
"109",1004.83529978816,798.596191687874,"PE"
"110",996.422520894632,799.95739739987,"ON"
"111",1003.47983410891,798.875137661142,"PE"
"112",997.462725265,801.460198570429,"ON"
"113",996.65247037393,802.452524101325,"PE"
"114",1000.40608692531,798.877009624081,"ON"
"115",1000.14206975184,797.757827693371,"ON"
"116",1000.59037135923,801.950770375774,"PE"
"117",998.725524373461,796.056467119763,"PE"
"118",1002.97512953687,803.603627470457,"ON"
"119",1005.74477678169,801.733236529435,"ON"
"120",993.391452519595,800.675301493494,"ON"
"121",1002.5542017819,799.913446725097,"PE"
"122",1001.24313668849,801.842392806807,"PE"
"123",1001.56683692969,799.202893805816,"PE"
"124",996.538645773793,800.652659965077,"ON"
"125",1005.27376618459,799.668970581234,"PE"
"126",1002.47314032007,800.838713577257,"ON"
"127",1002.11833737704,798.369908055192,"PE"
"128",998.851953748116,796.468917222866,"PE"
"129",1000.62072337992,800.880944075429,"PE"
"130",1001.42566603678,797.04052570509,"PE"
"131",1000.59896238484,797.955459890603,"PE"
"132",999.039454369403,801.567354951795,"PE"
"133",996.976318916494,799.371032443958,"ON"
"134",997.131424670232,802.486088579073,"ON"
"135",1003.33753511182,802.260793980781,"PE"
"136",1006.22067477737,797.346544995095,"PE"
"137",1003.81657481398,801.437873065563,"ON"
"138",995.678529121936,798.002830059268,"PE"
"139",1003.18444079503,799.954456696056,"PE"
"140",997.541189900743,799.310853801338,"PE"
"141",996.796925937719,799.094052010504,"ON"
"142",1001.66046848839,800.004529052946,"PE"
"143",1003.83814646537,803.216885117265,"PE"
"144",997.839081140331,798.042568308277,"PE"
"145",998.209653533587,801.190863427293,"PE"
"146",999.509426875743,798.656127877706,"ON"
"147",1001.07265175637,800.271442993085,"PE"
"148",999.852710398157,801.473847235818,"ON"
"149",1001.24015269923,799.937477894169,"ON"
"150",1000.53380895677,803.696684981973,"ON"
"151",998.703837498768,800.55117887555,"PE"
"152",997.906032902911,798.664068082544,"PE"
"153",996.968867029801,798.74811689575,"ON"
"154",998.058501097003,801.55758212287,"ON"
"155",1000.71514944345,801.568783514123,"PE"
"156",998.128176896333,798.418192808439,"PE"
"157",995.858713522718,799.463478313939,"PE"
"158",998.197270109734,802.001533995654,"PE"
"159",1002.02089478598,802.688878926686,"PE"
"160",995.725461674403,799.686642630671,"ON"
"161",1000.05801394912,796.594473508399,"PE"
"162",1005.08990000711,799.429496248551,"PE"
"163",999.570987409197,799.448947788714,"ON"
"164",999.298408513435,798.429458163284,"PE"
"165",1004.74274116296,796.332600499577,"ON"
"166",999.318719156779,799.827898325645,"PE"
"167",1001.83991083522,798.952482329544,"PE"
"168",998.890605566198,802.032059650276,"PE"
"169",1003.48567417508,800.697519254764,"PE"
"170",1000.81419745182,799.893313632722,"ON"
"171",1003.80994327376,799.59227259002,"ON"
"172",999.549915635107,799.413876795133,"ON"
"173",1002.6302932689,798.383929108816,"ON"
"174",1001.19107986751,802.753686345705,"ON"
"175",998.063726307936,800.709991639096,"PE"
"176",1000.70560212159,800.120558799793,"PE"
"177",1004.82026324613,799.074407499998,"ON"
"178",1004.12010058592,797.896516495071,"PE"
"179",1002.19913750203,799.184250646868,"ON"
"180",1001.47530323377,797.054161039711,"ON"
"181",1002.17454877044,802.139907634337,"PE"
"182",1005.20741845021,800.553261866552,"ON"
"183",998.836687020358,799.233126610426,"ON"
"184",1000.61713719329,800.025273427937,"PE"
"185",996.656180539176,801.34216349891,"ON"
"186",1002.67547862219,804.65698568859,"PE"
"187",1000.72919484575,803.877357684153,"ON"
"188",1001.2876921496,799.491127442153,"PE"
"189",1003.14496272122,803.053852267138,"PE"
"190",996.12812963132,802.430332643392,"ON"
"191",997.11166242571,801.206000432001,"ON"
"192",1000.84511396859,801.695844063618,"ON"
"193",999.851263052352,797.991025855996,"ON"
"194",998.284188226879,794.991665985822,"PE"
"195",998.003057690595,800.285377301274,"PE"
"196",998.22725801284,799.592250660327,"PE"
"197",1001.22480232498,798.977773543348,"PE"
"198",997.090318086547,800.26898854405,"ON"
"199",999.396749533839,797.478566610714,"ON"
"200",993.343610360329,799.792359120313,"PE"
"201",996.40580223527,798.910584753393,"ON"
"202",997.367187143896,798.078916244103,"PE"
"203",1004.0126770579,801.32510615567,"PE"
"204",994.494472725113,801.659462772583,"ON"
"205",1003.44154180641,800.687125124393,"ON"
"206",1004.03678691027,799.253084343795,"ON"
"207",999.93009932888,800.108526439347,"ON"
"208",1001.29764779365,799.843811692774,"PE"
"209",997.003811231053,799.212175889339,"PE"
"210",1001.19944752038,799.623199107952,"ON"
"211",998.495678260688,800.097043159497,"PE"
"212",1001.02138139041,796.80514214979,"ON"
"213",997.725582333827,799.483076162564,"ON"
"214",1000.22420902563,795.929830525257,"PE"
"215",1001.17600791121,803.918075396798,"ON"
"216",1005.92444663319,801.632087582384,"PE"
"217",998.467112471177,797.456477685501,"PE"
"218",998.54272680318,804.018861737327,"PE"
"219",1003.35368601644,802.425563281754,"PE"
"220",1005.00367605849,804.494752597453,"ON"
"221",999.472344236674,798.853057906129,"ON"
"222",1001.31474225658,801.287711843285,"ON"
"223",1008.43293735598,798.435891615102,"ON"
"224",999.676865340536,798.455765820516,"PE"
"225",998.142509456526,799.044251889359,"PE"
"226",1000.3402677749,802.180259679929,"ON"
"227",1006.09113963834,802.400497705491,"PE"
"228",996.477413003317,800.978074851219,"PE"
"229",1003.8088178459,800.519107543143,"ON"
"230",1002.59710546786,800.030991688324,"PE"
"231",999.820140664766,800.988956118152,"ON"
"232",998.405472140816,796.778193877813,"PE"
"233",1003.7891571529,800.240042339194,"PE"
"234",999.035397668737,801.442725571713,"ON"
"235",1000.09170492078,798.556223774386,"ON"
"236",995.619027465545,796.184496736187,"ON"
"237",1001.95661662181,800.320180929466,"PE"
"238",1000.47523972708,797.999018201418,"ON"
"239",1001.26302924528,799.21749121804,"PE"
"240",998.5173480106,801.191653518661,"ON"
"241",999.232968143584,802.097884660932,"ON"
"242",1001.80122084422,800.965646757452,"PE"
"243",997.85446305036,800.562752760699,"ON"
"244",1000.03783593335,801.679071890679,"ON"
"245",999.33745639147,800.094754212895,"PE"
"246",1000.20636457091,796.594823759523,"ON"
"247",998.543522867105,803.607143162863,"ON"
"248",1001.06920667791,803.14337773767,"PE"
"249",998.323154422709,797.98456487632,"ON"
"250",997.46863248947,800.490145014332,"ON"
"251",996.221622733418,797.460264810731,"PE"
"252",998.164042537024,801.234413790936,"ON"
"253",996.959859291083,797.206295049108,"ON"
"254",998.283260132916,796.313181361565,"PE"
"255",1000.32430435385,802.587927430155,"PE"
"256",998.268442615569,798.147011911142,"PE"
"257",990.707150519217,798.923037921129,"PE"
"258",1002.01929416148,800.57997395798,"PE"
"259",994.823228731877,797.561450368071,"PE"
"260",1001.26025023427,801.183215789121,"PE"
"261",995.728313712667,800.772677072257,"PE"
"262",997.911993165932,796.026680555804,"PE"
"263",1000.16372800775,798.953617318211,"ON"
"264",997.559536945044,798.364469225162,"ON"
"265",1002.62178275505,802.14146868603,"PE"
"266",1002.12183871039,798.499942351546,"PE"
"267",1000.42590519107,796.052002755971,"ON"
"268",1002.5489059953,800.45954156834,"PE"
"269",999.347556998706,800.996782862363,"ON"
"270",1002.55735936275,799.429339069526,"ON"
"271",1001.46550367896,802.395388186198,"PE"
"272",1000.18647367944,799.146027896029,"ON"
"273",1005.67091968372,800.026095710201,"PE"
"274",994.517301798987,802.144521310199,"ON"
"275",1000.07083420431,795.970472911067,"ON"
"276",1001.82554686504,801.968241168769,"PE"
"277",1002.29120057929,798.063722021568,"PE"
"278",1006.11597705731,802.118222696342,"PE"
"279",1001.38500716632,801.434945238297,"PE"
"280",1001.91083430293,801.527406875017,"PE"
"281",1000.31115156461,800.507440007372,"PE"
"282",999.198667735233,802.124319114221,"ON"
"283",995.280994246566,800.547452304029,"ON"
"284",1000.56635834626,797.584625934594,"ON"
"285",996.171758688344,798.19399916898,"ON"
"286",1000.13756697254,802.636397392543,"ON"
"287",1000.05008191265,802.419086122979,"PE"
"288",998.520567632961,800.787703631748,"ON"
"289",1001.68360214775,799.73432597688,"PE"
"290",1001.95321104302,798.790602538427,"PE"
"291",1001.50775583439,801.572141637611,"ON"
"292",996.761632718877,797.846033318829,"ON"
"293",994.837104058941,801.499564123431,"ON"
"294",995.57913189711,798.520802154291,"ON"
"295",1000.64956484085,800.93480014334,"ON"
"296",1000.7988635268,799.065856893677,"PE"
"297",1001.76996223576,799.031549527284,"PE"
"298",1000.59425856282,801.495325601133,"ON"
"299",994.761498873503,802.970916086576,"PE"
"300",999.707142007579,800.793019732968,"PE"
"301",1002.18306121226,799.66248432282,"PE"
"302",999.980036184675,801.816248920953,"PE"
"303",997.585634802574,801.941327464434,"ON"
"304",998.62225036088,803.498256773153,"ON"
"305",997.206102247955,799.147251318596,"PE"
"306",997.447342062813,800.180917440409,"ON"
"307",995.114638860689,801.328738915091,"PE"
"308",998.95027751628,795.985399852086,"ON"
"309",991.479334447307,800.985839231152,"ON"
"310",997.314755849483,802.733991656681,"PE"
"311",1000.96068316592,801.044081870508,"PE"
"312",1002.65271486878,803.227977054485,"PE"
"313",996.732224016069,803.512715731849,"ON"
"314",997.525996050601,803.308395108813,"PE"
"315",999.765154156875,800.853539374485,"PE"
"316",1001.19322933012,801.904136548907,"PE"
"317",999.73124002637,800.804245342112,"PE"
"318",1001.6731919903,798.86787408275,"PE"
"319",999.786337399784,797.054846548522,"ON"
"320",997.117359794515,798.671054704745,"PE"
"321",1000.24287778816,796.327191818269,"ON"
"322",1000.66475630656,800.310512588934,"ON"
"323",995.754632798617,802.098871601717,"ON"
"324",1001.20317114162,801.846299788327,"ON"
"325",1001.841269284,799.948922501753,"PE"
"326",1000.50343363707,801.93237521251,"PE"
"327",999.305345450182,797.837366909255,"PE"
"328",1005.7957335441,799.6015646539,"PE"
"329",999.97459056843,802.63302325878,"PE"
"330",996.438446504899,796.71823212442,"PE"
"331",999.27947565744,797.821363826395,"ON"
"332",999.719380243068,799.203318699112,"PE"
"333",1005.15317887742,799.104152845186,"ON"
"334",998.336945652126,799.168161679907,"ON"
"335",994.898508366355,800.644936432358,"PE"
"336",1005.27855892941,797.231506863585,"PE"
"337",1005.13581030688,798.476444794581,"ON"
"338",1002.40593087695,803.657625404831,"ON"
"339",1004.8478782023,802.191084638665,"ON"
"340",999.756458225302,799.275219721029,"PE"
"341",997.822449714031,804.290152221389,"ON"
"342",996.952052839418,801.403785375341,"PE"
"343",999.588038058514,801.656887921756,"PE"
"344",996.331452267051,800.80868854716,"PE"
"345",1006.3537165559,800.950258140652,"PE"
"346",999.333538727535,797.786423117288,"ON"
"347",1001.13221528058,800.104114063927,"ON"
"348",1003.04078352193,795.997870994946,"PE"
"349",1002.73133071901,798.173062567735,"ON"
"350",1000.58335389286,800.611000859291,"PE"
"351",1004.54679598427,796.086157422442,"PE"
"352",997.401160928958,803.491860195319,"PE"
"353",1001.69168941936,798.25135767814,"PE"
"354",1001.18320730043,801.224725512204,"ON"
"355",1000.95810257788,799.92859478138,"PE"
"356",999.432688211375,800.940394068025,"PE"
"357",1000.96208893839,800.809494831998,"PE"
"358",995.669333911459,799.617540410805,"PE"
"359",998.786021241924,797.696741530451,"ON"
"360",997.931203974509,797.815179261459,"ON"
"361",1003.30408310586,800.054885192846,"ON"
"362",1003.0667707893,800.030086768323,"PE"
"363",1001.45768956915,799.402373522321,"PE"
"364",998.479928409308,802.685185682844,"ON"
"365",1004.97425447234,803.551993888121,"PE"
"366",998.259750941315,797.302334264438,"ON"
"367",1001.57594552462,803.150577040975,"ON"
"368",1001.4533417296,799.283941832086,"ON"
"369",997.292933109688,798.584348375941,"ON"
"370",1001.34794174339,801.185905219654,"ON"
"371",1003.698819635,802.148715699532,"ON"
"372",994.771597591547,799.748876074927,"PE"
"373",996.67892720594,804.25224724825,"ON"
"374",997.488101244924,802.905578513209,"ON"
"375",1003.94304238647,800.747850548565,"ON"
"376",1001.46475646247,798.348146700938,"PE"
"377",1001.01960868585,799.150235955359,"ON"
"378",998.324361059956,799.526488283462,"PE"
"379",999.173276827191,798.648774788314,"PE"
"380",1004.472797609,797.173631420084,"PE"
"381",998.587158358707,802.780842088551,"PE"
"382",999.959978461972,804.88008552708,"ON"
"383",1001.01903620854,800.154192162178,"ON"
"384",998.556928681965,800.283122018498,"ON"
"385",999.071731366399,802.177298438253,"PE"
"386",1003.15706516642,800.176051937101,"PE"
"387",995.283849040906,803.362723189485,"ON"
"388",1002.1798388959,799.542630438728,"PE"
"389",992.157958749657,800.326430437772,"ON"
"390",1004.00526886675,801.695288464338,"ON"
"391",998.08869812351,802.649805486357,"ON"
"392",997.04927184668,801.455264907782,"ON"
"393",999.463051156338,802.028422277522,"PE"
"394",998.441150450697,795.374079904629,"ON"
"395",1001.96242089935,797.332301689168,"ON"
"396",1000.68095227183,801.587226753064,"ON"
"397",1004.25646537042,803.085465122382,"ON"
"398",999.417356518098,796.975248066484,"ON"
"399",1003.68203034225,802.513947375074,"PE"
"400",998.75557913304,799.882910420254,"ON"
"401",1003.99853171231,798.136521515976,"PE"
"402",999.037660465045,800.682697869077,"ON"
"403",1004.6793544353,802.984606065117,"PE"
"404",992.843187139193,802.614910524445,"PE"
"405",999.4077837882,800.309392294283,"ON"
"406",998.359087965943,798.582152679729,"ON"
"407",996.431427029123,798.279990012171,"PE"
"408",998.671644066002,799.314377448649,"ON"
"409",1002.12824652266,800.217512205543,"PE"
"410",998.239893441614,800.510206239994,"PE"
"411",999.547305288264,800.367441238956,"PE"
"412",999.687701925892,800.949481230002,"PE"
"413",999.702161275927,797.282810769061,"PE"
"414",1001.93832882887,802.627930157728,"ON"
"415",998.540316094862,799.71452264318,"ON"
"416",998.851663935277,801.3927542768,"ON"
"417",998.589567779905,799.405353208378,"PE"
"418",1000.98770550663,802.638370233951,"PE"
"419",999.377020437099,800.1085975566,"ON"
"420",994.515470888499,802.597561631056,"PE"
"421",1004.4475242119,794.206543287707,"ON"
"422",994.667087849263,798.597861089615,"ON"
"423",1000.38374969715,798.910101028106,"PE"
"424",1004.8576806412,800.451167226177,"ON"
"425",999.77157749891,803.058204641449,"ON"
"426",998.958464497212,800.847754699913,"ON"
"427",997.991672732001,799.851675944452,"PE"
"428",998.595018645565,795.913413371803,"ON"
"429",999.956426141542,801.197261932642,"PE"
"430",1002.46041600394,800.923487110748,"ON"
"431",999.128979540355,800.709484684341,"ON"
"432",999.841516862248,801.683613081653,"PE"
"433",994.003775421524,797.559102535928,"PE"
"434",1000.80579391482,801.170211170169,"PE"
"435",1001.31864523647,801.361163045607,"PE"
"436",998.377132645036,802.764631170219,"ON"
"437",995.146555851346,799.619627660675,"ON"
"438",999.991612226017,798.368159247692,"PE"
"439",998.10443882287,805.148881439992,"ON"
"440",998.823588208249,801.184587158612,"ON"
"441",999.089610501438,801.815105593886,"ON"
"442",999.011519201164,796.969829738825,"ON"
"443",994.862149199451,799.608584418763,"PE"
"444",1001.91918942101,800.193459262704,"ON"
"445",999.743843655404,798.803336723743,"PE"
"446",996.113471438729,799.85582779169,"PE"
"447",997.426642638963,802.620155995003,"PE"
"448",1005.97658498671,802.264453871808,"ON"
"449",1002.29164892872,798.033192768821,"ON"
"450",1001.69522890702,800.576271697147,"ON"
"451",997.626034371082,799.305735118567,"PE"
"452",1002.77735415473,797.68619101729,"ON"
"453",1002.04918535503,802.345949648774,"ON"
"454",995.433270031397,799.461345518415,"ON"
"455",999.671046901092,795.358752139816,"ON"
"456",999.862987960099,800.630835553247,"PE"
"457",1000.41808876751,801.353080492771,"PE"
"458",1000.47725333156,799.819212423828,"ON"
"459",1001.76588068295,801.215813813017,"PE"
"460",1002.97917575015,798.196056865983,"PE"
"461",994.274498472277,799.401780786666,"ON"
"462",1003.81516236944,802.20244216862,"PE"
"463",997.917804007357,799.135179818161,"PE"
"464",998.70496923829,802.902782211508,"ON"
"465",1000.61880345203,799.452860065371,"PE"
"466",1001.02732298849,797.319052793027,"PE"
"467",1001.5773127858,800.717235492999,"PE"
"468",999.791616531108,799.542104932703,"ON"
"469",997.930703284759,800.712533033535,"PE"
"470",999.138507520672,797.601641456523,"ON"
"471",1005.50625213466,801.903627102046,"PE"
"472",1003.58866331623,802.083034721918,"ON"
"473",1001.06125072357,797.221695155789,"PE"
"474",1001.88849743616,799.534747560988,"ON"
"475",1000.63845139159,799.838913572685,"PE"
"476",996.893589089735,799.561104541001,"ON"
"477",997.991990573715,796.303041559337,"ON"
"478",998.153027189944,800.873420193186,"ON"
"479",995.506677427602,801.46892418684,"PE"
"480",996.417967898062,797.410009042251,"PE"
"481",1000.28011323806,797.828734885058,"ON"
"482",1004.55381572628,795.946015284631,"PE"
"483",998.311337744343,801.51842455146,"ON"
"484",1001.78240341535,800.363826217951,"ON"
"485",1006.23330261625,798.437496383694,"PE"
"486",998.980600413141,798.146061973137,"PE"
"487",1004.56510289347,799.734228572604,"PE"
"488",1000.73588495373,800.558797209727,"PE"
"489",998.501427513265,800.613020119219,"ON"
"490",1001.69589901967,797.678210870682,"ON"
"491",1003.26521344784,800.859824326085,"ON"
"492",999.915212696107,799.093126203449,"PE"
"493",996.616544513431,802.301528495387,"PE"
"494",1003.2277566317,802.495470329606,"ON"
"495",1000.40316827601,802.468420947548,"PE"
"496",1002.6032162337,799.689384200335,"ON"
"497",1000.27360921213,799.31065670754,"PE"
"498",995.204391169893,799.920785197643,"PE"
"499",997.354228160568,798.940305410227,"PE"
"500",1003.82749327058,799.016803041676,"ON"
"501",1001.40718949879,801.866566795802,"PE"
"502",998.047562344081,800.530447856769,"ON"
"503",1001.73889506277,800.641400954319,"ON"
"504",994.485484436586,802.658059887234,"PE"
"505",998.505644065718,799.749754979136,"PE"
"506",996.173805766041,798.281375856474,"ON"
"507",998.765681841226,798.632040325832,"PE"
"508",999.84728066192,798.995079896087,"ON"
"509",1004.07028382223,797.022803716567,"PE"
"510",999.372177565889,795.784521812256,"ON"
"511",996.365713355553,797.746803437152,"PE"
"512",995.497135664466,803.269241403451,"PE"
"513",999.604173947985,799.482117197504,"ON"
"514",1001.06868385871,799.351408557353,"ON"
"515",990.251339897631,799.524831291467,"PE"
"516",1006.26116771619,798.902125872755,"ON"
"517",998.717250029044,799.150904628553,"PE"
"518",1002.27799257596,802.342645708261,"ON"
"519",1000.0631501875,799.258435097119,"ON"
"520",1000.99104528208,799.171695797053,"PE"
"521",1004.24622990621,801.343189339037,"ON"
"522",996.022594661739,797.850997651588,"PE"
"523",1003.76926375467,799.452955132148,"ON"
"524",1002.03427763066,802.166257507158,"PE"
"525",1001.4147120935,800.657392753651,"ON"
"526",1002.55218286701,799.407236652534,"ON"
"527",999.205796863911,800.300809746705,"ON"
"528",1000.01365160193,799.191751106194,"ON"
"529",1002.81210880026,798.505207166055,"ON"
"530",999.300366138202,796.68897005348,"PE"
"531",998.777705059271,801.993614252628,"ON"
"532",1004.4118990773,800.486747054925,"ON"
"533",999.369797790428,798.987979753125,"PE"
"534",1004.619551234,800.390944819291,"PE"
"535",1002.2889646962,795.864984945646,"PE"
"536",997.11992942264,798.731157807186,"PE"
"537",999.471564170231,803.094680142106,"PE"
"538",992.254258367879,800.944231457335,"PE"
"539",999.089895086485,799.67618618477,"PE"
"540",1004.0728109664,802.153987120811,"PE"
"541",996.597703505141,799.427109196928,"ON"
"542",998.917895906897,800.202790211904,"ON"
"543",999.879351291137,798.174882857003,"ON"
"544",996.581782713341,800.022125605451,"PE"
"545",994.393350580911,797.263349866359,"PE"
"546",1000.15490029136,799.985943893106,"ON"
"547",998.888371888871,800.126603363998,"PE"
"548",997.470134603644,798.420486165305,"PE"
"549",997.551563412776,801.143710498627,"PE"
"550",998.403669473906,800.555401314252,"ON"
"551",1003.90754503706,801.904681820387,"PE"
"552",1000.15617608064,800.534592995301,"ON"
"553",993.570661758778,797.791295369386,"ON"
"554",999.250655734979,799.500334210505,"PE"
"555",1003.09197163277,798.396720997357,"PE"
"556",1000.35162382087,799.411578057604,"ON"
"557",994.888229025325,798.512566512668,"PE"
"558",1007.49642256058,801.593374413875,"PE"
"559",997.850776707062,800.232758699021,"ON"
"560",997.825678457348,800.227134841245,"PE"
"561",997.882884352015,800.428135664612,"PE"
"562",996.381122803074,800.778927226177,"ON"
"563",995.87042934341,801.676957419494,"PE"
"564",1001.39448064118,799.647409599913,"PE"
"565",999.945044514665,795.898244455496,"PE"
"566",1000.21709623816,799.679080227019,"PE"
"567",998.052061085638,801.17289358693,"PE"
"568",999.39439591018,801.13728463227,"PE"
"569",1005.39318984643,799.566158351724,"PE"
"570",1001.3796627519,801.891236911113,"ON"
"571",1000.93428442288,802.801576951741,"ON"
"572",1002.42867027941,798.266109038467,"ON"
"573",1002.89687018853,799.258593279311,"ON"
"574",994.611266062696,800.746457683139,"ON"
"575",1000.18713301905,803.138445222715,"PE"
"576",993.832010134358,800.085563586691,"ON"
"577",1002.1877248558,798.931945340416,"PE"
"578",998.829546452283,798.994631391945,"ON"
"579",1000.53467510967,798.21243255462,"ON"
"580",1004.31903630269,799.882124221977,"ON"
"581",998.820547097165,801.394952470064,"ON"
"582",1003.40840297766,797.476339833092,"PE"
"583",1000.2397306643,799.866481626981,"ON"
"584",999.04639318971,796.74735127844,"PE"
"585",1003.65396832743,799.961414310585,"PE"
"586",1001.66092158396,798.698551437976,"PE"
"587",1000.4544604832,800.838003725137,"ON"
"588",999.245525543552,798.63652184943,"ON"
"589",998.553573572218,799.129308919661,"PE"
"590",999.134661133465,801.707618549867,"ON"
"591",1001.36541461956,801.470285480884,"PE"
"592",1000.12212613569,801.077264064452,"PE"
"593",999.408344704385,798.044586179387,"ON"
"594",995.310125201585,798.992737409838,"PE"
"595",1001.31969975228,799.515450015663,"PE"
"596",996.522978434709,799.775021179128,"PE"
"597",1001.40066757756,799.1723532146,"PE"
"598",1002.34386116826,797.254867779471,"PE"
"599",999.921232318497,802.197530893921,"PE"
"600",998.852471630922,800.049806753368,"PE"
"601",998.403907177567,799.419986801182,"PE"
"602",999.918719829524,798.696737433834,"PE"
"603",1002.30366649699,803.023933516915,"ON"
"604",1006.41105011678,796.785799879789,"PE"
"605",1000.52112332866,800.340084632459,"ON"
"606",1003.52173023675,803.035055544062,"PE"
"607",993.607393224077,800.795446113705,"PE"
"608",1001.79260012877,799.534185377883,"ON"
"609",1003.80758254949,798.914896898233,"ON"
"610",997.6080517773,801.356393540918,"PE"
"611",1001.39662651346,800.649880811754,"ON"
"612",1004.53285220559,801.974624602377,"PE"
"613",997.629705850957,799.433947054231,"PE"
"614",1000.77437069847,799.216808453042,"ON"
"615",999.855135761971,799.184464063002,"ON"
"616",994.034969687203,803.898159419285,"PE"
"617",998.808734143736,802.097830410025,"PE"
"618",1005.02341118988,797.285330160401,"PE"
"619",995.304018180196,800.787219687841,"ON"
"620",994.170537590914,802.424080870358,"PE"
"621",998.149097917822,801.990973489286,"PE"
